Time	UTC	GPS_lat(deg)	GPS_long(deg)	FINKEN_SENSOR_MODEL:acceleration_z	FINKEN_SENSOR_MODEL:acceleration_y	FINKEN_SENSOR_MODEL:acceleration_x	FINKEN_SENSOR_MODEL:velocity_yaw	FINKEN_SENSOR_MODEL:velocity_roll	FINKEN_SENSOR_MODEL:velocity_pitch	FINKEN_SENSOR_MODEL:velocity_z	FINKEN_SENSOR_MODEL:velocity_y	FINKEN_SENSOR_MODEL:velocity_x	FINKEN_SENSOR_MODEL:pos_yaw	FINKEN_SENSOR_MODEL:pos_roll	FINKEN_SENSOR_MODEL:pos_pitch	FINKEN_SENSOR_MODEL:pos_z	FINKEN_SENSOR_MODEL:pos_y	FINKEN_SENSOR_MODEL:pos_x	FINKEN_SENSOR_MODEL:distance_d_back	FINKEN_SENSOR_MODEL:distance_d_left	FINKEN_SENSOR_MODEL:distance_d_rigth	FINKEN_SENSOR_MODEL:distance_d_front
5.159	11:42:41.159	43.462229950	1.272889989	-9.803711	0.118164	0.066406	-0.012695	0.011475	-0.026367	0.	0.	0.	2.755371	-0.001465	0.04834	0.25	0.	0.	101	46	144	293
5.409	11:42:41.409	43.462229950	1.272889989	-9.879883	0.175781	0.037109	-0.012695	0.012695	-0.029785	0.	0.	0.	2.756836	-0.001709	0.048096	0.246094	0.	0.	101	45	144	293
5.659	11:42:41.659	43.462229950	1.272889989	-9.889648	0.166016	0.02832	-0.009521	0.011475	-0.028564	0.	0.	0.	2.757812	-0.001465	0.048096	0.25	0.	0.	102	45	144	293
5.909	11:42:41.909	43.462229950	1.272889989	-9.889648	0.166016	0.02832	-0.009521	0.011475	-0.028564	0.	0.	0.	2.757812	-0.001465	0.048096	0.25	0.	0.	102	45	144	293
6.159	11:42:42.159	43.462229950	1.272889989	-9.866211	0.071289	0.061523	-0.012695	0.010498	-0.027588	0.	0.	0.	2.761475	-0.001709	0.047852	0.25	0.	0.	104	45	145	293
6.409	11:42:42.409	43.462229950	1.272889989	-9.927734	0.161133	0.104492	-0.012695	0.010498	-0.027588	0.	0.	0.	2.761963	-0.001709	0.047852	0.25	0.	0.	104	45	148	293
6.659	11:42:42.659	43.462229950	1.272889989	-9.894531	0.222656	0.075195	-0.012695	0.011475	-0.025391	0.	0.	0.	2.763428	-0.001709	0.047852	0.246094	0.	0.	105	46	144	293
6.909	11:42:42.909	43.462229950	1.272889989	-9.904297	0.217773	0.018555	-0.010498	0.012695	-0.026367	0.	0.	0.	2.764404	-0.001953	0.047607	0.25	0.	0.	104	46	144	293
7.159	11:42:43.159	43.462229950	1.272889989	-9.899414	0.15625	0.084961	-0.014893	0.010498	-0.027588	0.	0.	0.	2.765137	-0.001953	0.047607	0.25	0.	0.	103	46	144	293
7.409	11:42:43.409	43.462229950	1.272889989	-9.975586	0.12793	0.104492	-0.014893	0.006348	-0.027588	0.	0.	0.	2.767578	-0.001953	0.047607	0.25	0.	0.	103	45	144	293
7.659	11:42:43.659	43.462229950	1.272889989	-9.975586	0.12793	0.104492	-0.014893	0.006348	-0.027588	0.	0.	0.	2.767578	-0.001953	0.047607	0.25	0.	0.	103	45	144	293
7.909	11:42:43.909	43.462229950	1.272889989	-9.927734	0.080078	0.099609	-0.011475	0.009521	-0.025391	0.	0.	0.	2.769043	-0.001953	0.047363	0.25	0.	0.	103	46	144	293
8.159	11:42:44.159	43.462229950	1.272889989	-9.914062	0.161133	0.104492	-0.010498	0.011475	-0.027588	0.	0.	0.	2.770508	-0.002197	0.047363	0.25	0.	0.	103	45	144	293
8.409	11:42:44.409	43.462229950	1.272889989	-9.879883	0.166016	0.070312	-0.010498	0.010498	-0.028564	0.	0.	0.	2.77124	-0.002197	0.047363	0.246094	0.	0.	102	45	144	293
8.659	11:42:44.659	43.462229950	1.272889989	-9.870117	0.161133	0.108398	-0.009521	0.014893	-0.028564	0.	0.	0.	2.772705	-0.002197	0.047119	0.25	0.	0.	102	46	144	293
8.909	11:42:44.909	43.462229950	1.272889989	-9.870117	0.161133	0.108398	-0.009521	0.014893	-0.028564	0.	0.	0.	2.772705	-0.002197	0.047119	0.25	0.	0.	102	46	144	293
9.159	11:42:45.159	43.462229950	1.272889989	-9.870117	0.161133	0.108398	-0.009521	0.014893	-0.028564	0.	0.	0.	2.772705	-0.002197	0.047119	0.25	0.	0.	102	46	144	293
9.409	11:42:45.409	43.462229950	1.272889989	-9.870117	0.161133	0.108398	-0.009521	0.014893	-0.028564	0.	0.	0.	2.772705	-0.002197	0.047119	0.25	0.	0.	102	46	144	293
9.659	11:42:45.659	43.462229950	1.272889989	-10.004883	0.089844	0.	-0.011475	0.014893	-0.029785	0.	0.	0.	2.776855	-0.002441	0.047119	0.25	0.	0.	102	46	145	293
9.909	11:42:45.909	43.462229950	1.272889989	-9.818359	0.094727	0.061523	-0.010498	0.012695	-0.024414	0.	0.	0.	2.777588	-0.002441	0.046875	0.246094	0.	0.	102	46	145	293
10.159	11:42:46.159	43.462229950	1.272889989	-9.818359	0.094727	0.061523	-0.010498	0.012695	-0.024414	0.	0.	0.	2.777588	-0.002441	0.046875	0.246094	0.	0.	102	46	145	293
10.409	11:42:46.409	43.462229950	1.272889989	-9.818359	0.094727	0.061523	-0.010498	0.012695	-0.024414	0.	0.	0.	2.777588	-0.002441	0.046875	0.246094	0.	0.	102	46	145	293
10.659	11:42:46.659	43.462229950	1.272889989	-9.851562	0.132812	0.075195	-0.011475	0.011475	-0.028564	0.	0.	0.	2.780273	-0.002686	0.046875	0.25	0.	0.	102	46	144	293
10.909	11:42:46.909	43.462229950	1.272889989	-9.90918	0.118164	0.118164	-0.012695	0.012695	-0.029785	0.	0.	0.	2.78125	-0.002686	0.046631	0.25	0.	0.	102	46	144	293
11.159	11:42:47.159	43.462229950	1.272889989	-9.875	0.084961	0.113281	-0.009521	0.011475	-0.027588	0.	0.	0.	2.782227	-0.002686	0.046631	0.25	0.	0.	102	46	144	293
11.409	11:42:47.409	43.462229950	1.272889989	-9.879883	0.151367	0.089844	-0.011475	0.011475	-0.027588	0.	0.	0.	2.783203	-0.002686	0.046631	0.25	0.	0.	102	46	144	293
11.659	11:42:47.659	43.462229950	1.272889989	-9.917969	0.075195	0.033203	-0.011475	0.010498	-0.028564	0.	0.	0.	2.784424	-0.00293	0.046631	0.25	0.	0.	102	46	144	294
11.909	11:42:47.909	43.462229950	1.272889989	-9.990234	0.089844	0.003906	-0.010498	0.009521	-0.028564	0.	0.	0.	2.784668	-0.00293	0.046631	0.25	0.	0.	102	46	144	293
12.159	11:42:48.159	43.462229950	1.272889989	-9.851562	0.066406	0.061523	-0.014893	0.008301	-0.029785	0.	0.	0.	2.785889	-0.00293	0.046631	0.25	0.	0.	102	46	144	293
12.409	11:42:48.409	43.462229950	1.272889989	-9.841797	0.099609	0.094727	-0.011475	0.009521	-0.027588	0.	0.	0.	2.786865	-0.003174	0.046631	0.25	0.	0.	102	46	144	293
12.659	11:42:48.659	43.462229950	1.272889989	-9.917969	0.108398	0.051758	-0.013672	0.010498	-0.025391	0.	0.	0.	2.787109	-0.003174	0.046631	0.25	0.	0.	102	46	144	293
12.909	11:42:48.909	43.462229950	1.272889989	-9.947266	0.080078	0.041992	-0.012695	0.010498	-0.029785	0.	0.	0.	2.78833	-0.003174	0.046631	0.25	0.	0.	102	46	144	293
13.159	11:42:49.159	43.462229950	1.272889989	-9.870117	0.104492	0.018555	-0.011475	0.011475	-0.026367	0.	0.	0.	2.790527	-0.003418	0.046631	0.25	0.	0.	102	46	144	293
13.409	11:42:49.409	43.462229950	1.272889989	-9.932617	0.118164	0.061523	-0.011475	0.007324	-0.028564	0.	0.	0.	2.790771	-0.003418	0.046631	0.25	0.	0.	102	46	144	293
13.659	11:42:49.659	43.462229950	1.272889989	-9.889648	0.041992	0.099609	-0.011475	0.008301	-0.029785	0.	0.	0.	2.791504	-0.003418	0.046631	0.25	0.	0.	102	46	144	293
13.909	11:42:49.909	43.462229950	1.272889989	-9.889648	0.084961	0.013672	-0.012695	0.008301	-0.027588	0.	0.	0.	2.791748	-0.003418	0.046631	0.25	0.	0.	102	46	144	293
14.159	11:42:50.159	43.462229950	1.272889989	-9.827148	0.104492	0.123047	-0.013672	0.013672	-0.025391	0.	0.	0.	2.792725	-0.003418	0.046631	0.25	0.	0.	102	45	144	294
14.409	11:42:50.409	43.462229950	1.272889989	-9.818359	0.089844	0.018555	-0.013672	0.009521	-0.026367	0.	0.	0.	2.794189	-0.003418	0.046631	0.25	0.	0.	103	45	144	294
14.659	11:42:50.659	43.462229950	1.272889989	-9.879883	0.046875	0.061523	-0.011475	0.009521	-0.027588	0.	0.	0.	2.794434	-0.003418	0.046631	0.25	0.	0.	103	46	144	294
14.909	11:42:50.909	43.462229950	1.272889989	-9.904297	0.075195	0.046875	-0.012695	0.007324	-0.028564	0.	0.	0.	2.795166	-0.003418	0.046631	0.25	0.	0.	103	45	144	294
15.159	11:42:51.159	43.462229950	1.272889989	-9.975586	0.008789	0.113281	-0.013672	0.012695	-0.027588	0.	0.	0.	2.796387	-0.003662	0.046631	0.25	0.	0.	103	46	144	294
15.409	11:42:51.409	43.462229950	1.272889989	-9.84668	0.146484	0.080078	-0.015869	0.009521	-0.029785	0.	0.	0.	2.797119	-0.003662	0.046631	0.25	0.	0.	103	46	144	294
15.659	11:42:51.659	43.462229950	1.272889989	-9.894531	0.142578	0.137695	-0.012695	0.013672	-0.026367	0.	0.	0.	2.797607	-0.003906	0.046387	0.25	0.	0.	103	46	144	294
15.909	11:42:51.909	43.462229950	1.272889989	-9.866211	0.066406	0.023438	-0.010498	0.008301	-0.026367	0.	0.	0.	2.79834	-0.003906	0.046387	0.25	0.	0.	103	46	144	294
16.159	11:42:52.159	43.462229950	1.272889989	-9.861328	0.123047	0.013672	-0.013672	0.010498	-0.028564	0.	0.	0.	2.799316	-0.003906	0.046387	0.25	0.	0.	103	46	144	293
16.409	11:42:52.409	43.462229950	1.272889989	-9.899414	0.15625	0.070312	-0.011475	0.011475	-0.028564	0.	0.	0.	2.800293	-0.003906	0.046387	0.25	0.	0.	103	46	144	293
16.659	11:42:52.659	43.462229950	1.272889989	-9.914062	0.094727	0.037109	-0.011475	0.010498	-0.027588	0.	0.	0.	2.801025	-0.003906	0.046387	0.25	0.	0.	103	46	144	293
16.909	11:42:52.909	43.462229950	1.272889989	-9.904297	0.118164	0.070312	-0.010498	0.011475	-0.027588	0.	0.	0.	2.801514	-0.003906	0.046387	0.25	0.	0.	103	46	144	293
17.159	11:42:53.159	43.462229950	1.272889989	-9.952148	0.104492	-0.008789	-0.012695	0.007324	-0.027588	0.	0.	0.	2.802246	-0.00415	0.046387	0.25	0.	0.	102	46	144	293
17.409	11:42:53.409	43.462229950	1.272889989	-9.866211	0.094727	0.051758	-0.012695	0.010498	-0.027588	0.	0.	0.	2.802979	-0.00415	0.046387	0.246094	0.	0.	103	46	144	293
17.659	11:42:53.659	43.462229950	1.272889989	-9.90918	0.02832	0.051758	-0.012695	0.009521	-0.029785	0.	0.	0.	2.803467	-0.00415	0.046387	0.25	0.	0.	103	46	144	293
17.909	11:42:53.909	43.462229950	1.272889989	-9.917969	0.132812	0.051758	-0.013672	0.006348	-0.026367	0.	0.	0.	2.803711	-0.00415	0.046387	0.25	0.	0.	103	46	144	293
18.159	11:42:54.159	43.462229950	1.272889989	-9.856445	0.066406	0.080078	-0.010498	0.006348	-0.027588	0.	0.	0.	2.804688	-0.00415	0.046387	0.25	0.	0.	102	46	144	293
18.409	11:42:54.409	43.462229950	1.272889989	-9.884766	0.084961	0.089844	-0.014893	0.007324	-0.027588	0.	0.	0.	2.80542	-0.00415	0.046387	0.25	0.	0.	102	46	144	293
18.659	11:42:54.659	43.462229950	1.272889989	-9.856445	0.118164	0.056641	-0.014893	0.010498	-0.029785	0.	0.	0.	2.806396	-0.004395	0.046387	0.25	0.	0.	102	46	144	293
18.909	11:42:54.909	43.462229950	1.272889989	-9.995117	0.113281	0.141602	-0.072266	0.014893	-0.02002	0.	0.	0.	2.806396	-0.00415	0.046387	0.25	0.	0.	102	46	144	293
19.159	11:42:55.159	43.462229950	1.272889989	-9.822266	0.023438	-0.308594	0.011475	0.051025	-0.078613	0.	0.	0.	2.808105	-0.004639	0.047119	0.246094	0.	0.	102	46	144	293
19.409	11:42:55.409	43.462229950	1.272889989	-10.047852	-0.489258	0.574219	-0.003174	0.072266	0.015869	0.	0.	0.	2.809082	-0.005127	0.046875	0.246094	0.	0.	102	46	144	293
19.659	11:42:55.659	43.462229950	1.272889989	-9.454102	-0.560547	-0.455078	0.012695	0.043457	-0.010498	0.	0.	0.	2.810059	-0.004639	0.047119	0.246094	0.	0.	103	46	144	293
19.909	11:42:55.909	43.462229950	1.272889989	-10.957031	-0.251953	0.920898	0.000977	0.071289	0.109375	0.	0.	0.	2.810791	-0.004639	0.047119	0.25	0.	0.	103	46	144	293
20.159	11:42:56.159	43.462229950	1.272889989	-10.770508	-0.68457	0.892578	-0.011475	-0.120117	-0.05835	0.	0.	0.	2.812012	-0.006104	0.046875	0.25	0.	0.	103	46	144	293
20.409	11:42:56.409	43.462229950	1.272889989	-8.25293	1.026367	-2.084961	0.	-0.065918	-0.015869	0.	0.	0.	2.813232	-0.004639	0.047852	0.246094	0.	0.	104	46	144	293
20.659	11:42:56.659	43.462229950	1.272889989	-8.25293	1.026367	-2.084961	0.	-0.065918	-0.015869	0.	0.	0.	2.813232	-0.004639	0.047852	0.246094	0.	0.	104	46	144	293
20.909	11:42:56.909	43.462229950	1.272889989	-10.574219	1.049805	0.104492	0.001953	0.02124	-0.130859	0.	0.	0.	2.814941	-0.005371	0.047363	0.246094	0.	0.	104	46	144	293
21.159	11:42:57.159	43.462229950	1.272889989	-9.473633	0.631836	-0.77832	0.006348	-0.000977	-0.039307	0.	0.	0.	2.816406	-0.005371	0.047607	0.25	0.	0.	104	46	145	293
21.409	11:42:57.409	43.462229950	1.272889989	-10.550781	0.537109	-0.222656	-0.034912	-0.094482	-0.034912	0.	0.	0.	2.817139	-0.004883	0.047363	0.246094	0.	0.	105	46	145	293
21.659	11:42:57.659	43.462229950	1.272889989	-9.291016	1.616211	-0.237305	-0.022217	0.016846	-0.090332	0.	0.	0.	2.817871	-0.005371	0.047852	0.246094	0.	0.	104	46	145	293
21.909	11:42:57.909	43.462229950	1.272889989	-9.119141	0.46582	-0.569336	-0.025391	0.0979	0.005127	0.	0.	0.	2.818848	-0.006104	0.046631	0.246094	0.	0.	104	46	144	293
22.159	11:42:58.159	43.462229950	1.272889989	-9.286133	-0.260742	-1.291016	-0.016846	-0.075439	-0.073242	0.	0.	0.	2.819824	-0.005127	0.046387	0.246094	0.	0.	104	46	144	293
22.409	11:42:58.409	43.462229950	1.272889989	-9.041992	0.179688	0.617188	-0.006348	0.056396	-0.071289	0.	0.	0.	2.820312	-0.005127	0.046143	0.246094	0.	0.	104	46	145	293
22.659	11:42:58.659	43.462229950	1.272889989	-9.147461	0.646484	1.101562	-0.016846	0.045654	-0.025391	0.	0.	0.	2.821289	-0.005371	0.046387	0.246094	0.	0.	104	46	147	293
22.909	11:42:58.909	43.462229950	1.272889989	-9.750977	-0.365234	0.522461	0.000977	0.046631	0.039307	0.	0.	0.	2.82251	-0.005127	0.046631	0.246094	0.	0.	105	46	145	293
23.159	11:42:59.159	43.462229950	1.272889989	-9.917969	-0.018555	-0.413086	-0.030762	-0.04248	-0.063721	0.	0.	0.	2.824219	-0.005615	0.046875	0.246094	0.	0.	105	46	145	293
23.409	11:42:59.409	43.462229950	1.272889989	-10.861328	-0.132812	1.068359	-0.013672	0.108398	-0.054199	0.	0.	0.	2.824707	-0.005127	0.046875	0.246094	0.	0.	105	46	144	293
23.659	11:42:59.659	43.462229950	1.272889989	-10.526367	0.56543	0.897461	-0.023193	-0.007324	-0.003174	0.	0.	0.	2.824951	-0.005615	0.046875	0.246094	0.	0.	105	46	144	293
23.909	11:42:59.909	43.462229950	1.272889989	-10.166992	-0.170898	0.588867	0.009521	-0.014893	0.006348	0.	0.	0.	2.826172	-0.006348	0.047119	0.246094	0.	0.	104	46	145	293
24.159	11:43:0.159	43.462229950	1.272889989	-10.133789	-0.817383	0.451172	0.000977	0.121094	-0.054199	0.	0.	0.	2.82666	-0.006592	0.047607	0.246094	0.	0.	104	46	145	293
24.409	11:43:0.409	43.462229950	1.272889989	-10.009766	-0.123047	-0.003906	0.001953	0.	-0.032959	0.	0.	0.	2.827881	-0.005615	0.047119	0.246094	0.	0.	105	46	146	293
24.659	11:43:0.659	43.462229950	1.272889989	-9.975586	0.037109	-0.569336	-0.033936	-0.044678	-0.003174	0.	0.	0.	2.82959	-0.005859	0.047119	0.246094	0.	0.	106	46	145	293
24.909	11:43:0.909	43.462229950	1.272889989	-9.975586	0.037109	-0.569336	-0.033936	-0.044678	-0.003174	0.	0.	0.	2.82959	-0.005859	0.047119	0.246094	0.	0.	106	46	145	293
25.159	11:43:1.159	43.462229950	1.272889989	-9.741211	-0.588867	-0.522461	0.006348	-0.045654	-0.028564	0.	0.	0.	2.829834	-0.005859	0.047363	0.246094	0.	0.	105	46	146	293
25.409	11:43:1.409	43.462229950	1.272889989	-9.454102	-0.037109	-0.949219	-0.034912	-0.038086	-0.089355	0.	0.	0.	2.831055	-0.005371	0.047607	0.246094	0.	0.	105	46	145	293
25.659	11:43:1.659	43.462229950	1.272889989	-10.526367	-0.40332	0.683594	-0.016846	0.153076	-0.065918	0.	0.	0.	2.831299	-0.005615	0.047852	0.246094	0.	0.	107	46	145	293
25.909	11:43:1.909	43.462229950	1.272889989	-10.612305	0.280273	0.668945	-0.007324	-0.029785	-0.043457	0.	0.	0.	2.832031	-0.005615	0.047852	0.246094	0.	0.	105	46	145	293
26.159	11:43:2.159	43.462229950	1.272889989	-10.55957	0.023438	1.219727	-0.010498	-0.026367	0.018066	0.	0.	0.	2.83252	-0.006104	0.047852	0.246094	0.	0.	106	46	145	293
26.409	11:43:2.409	43.462229950	1.272889989	-8.999023	0.18457	-0.498047	-0.00415	-0.014893	-0.048828	0.	0.	0.	2.83374	-0.005859	0.048584	0.246094	0.	0.	105	46	145	293
26.659	11:43:2.659	43.462229950	1.272889989	-8.999023	0.18457	-0.498047	-0.00415	-0.014893	-0.048828	0.	0.	0.	2.83374	-0.005859	0.048584	0.246094	0.	0.	105	46	145	293
26.909	11:43:2.909	43.462229950	1.272889989	-8.999023	0.18457	-0.498047	-0.00415	-0.014893	-0.048828	0.	0.	0.	2.83374	-0.005859	0.048584	0.246094	0.	0.	105	46	145	293
27.159	11:43:3.159	43.462229950	1.272889989	-8.553711	0.080078	-0.602539	-0.02002	-0.04248	-0.02124	0.	0.	0.	2.836426	-0.005859	0.048828	0.246094	0.	0.	105	46	145	294
27.409	11:43:3.409	43.462229950	1.272889989	-8.553711	0.080078	-0.602539	-0.02002	-0.04248	-0.02124	0.	0.	0.	2.836426	-0.005859	0.048828	0.246094	0.	0.	105	46	145	294
27.659	11:43:3.659	43.462229950	1.272889989	-9.209961	0.379883	-0.859375	-0.016846	0.127686	-0.009521	0.	0.	0.	2.837158	-0.005859	0.049805	0.246094	0.	0.	106	46	145	294
27.909	11:43:3.909	43.462229950	1.272889989	-10.31543	0.104492	1.999023	0.000977	0.052002	-0.043457	0.	0.	0.	2.837402	-0.006592	0.049316	0.246094	0.	0.	106	46	146	294
28.159	11:43:4.159	43.462229950	1.272889989	-11.56543	0.384766	0.18457	-0.02124	0.011475	-0.041504	0.	0.	0.	2.838135	-0.006836	0.049316	0.246094	0.	0.	109	46	145	293
28.409	11:43:4.409	43.462229950	1.272889989	-9.693359	0.251953	0.341797	-0.012695	-0.137207	-0.044678	0.	0.	0.	2.838623	-0.005859	0.049805	0.246094	0.	0.	106	46	145	293
28.659	11:43:4.659	43.462229950	1.272889989	-8.439453	0.099609	-1.129883	-0.030762	0.033936	-0.022217	0.	0.	0.	2.839355	-0.005371	0.050537	0.246094	0.	0.	108	46	145	294
28.909	11:43:4.909	43.462229950	1.272889989	-9.607422	0.308594	-0.279297	-0.003174	-0.029785	-0.067871	0.	0.	0.	2.839844	-0.006104	0.050293	0.246094	0.	0.	109	46	146	294
29.159	11:43:5.159	43.462229950	1.272889989	-9.980469	0.698242	0.255859	-0.024414	0.066895	-0.011475	0.	0.	0.	2.840576	-0.005127	0.050537	0.246094	0.	0.	107	46	145	294
29.409	11:43:5.409	43.462229950	1.272889989	-9.28125	0.084961	-0.792969	-0.037109	-0.013672	0.00415	0.	0.	0.	2.84082	-0.005127	0.050537	0.246094	0.	0.	105	46	145	294
29.659	11:43:5.659	43.462229950	1.272889989	-9.645508	-0.741211	0.902344	0.006348	0.108398	0.034912	0.	0.	0.	2.841553	-0.006592	0.050537	0.246094	0.	0.	107	46	145	294
29.909	11:43:5.909	43.462229950	1.272889989	-10.219727	0.066406	-0.075195	-0.031738	0.095703	-0.067871	0.	0.	0.	2.841797	-0.006348	0.050781	0.246094	0.	0.	108	46	145	294
30.159	11:43:6.159	43.462229950	1.272889989	-9.597656	0.945312	0.379883	-0.052002	-0.02002	-0.041504	0.	0.	0.	2.842285	-0.005615	0.050537	0.25	0.	0.	109	46	145	295
30.409	11:43:6.409	43.462229950	1.272889989	-10.458984	-0.265625	-0.166016	-0.007324	0.031738	-0.005127	0.	0.	0.	2.843262	-0.005859	0.051025	0.246094	0.	0.	105	46	145	296
30.659	11:43:6.659	43.462229950	1.272889989	-8.668945	0.40332	-0.308594	-0.008301	0.038086	-0.00415	0.	0.	0.	2.843262	-0.005859	0.051025	0.246094	0.	0.	105	46	145	295
30.909	11:43:6.909	43.462229950	1.272889989	-11.09082	-0.12793	0.34668	0.011475	0.027588	-0.084961	0.	0.	0.	2.844238	-0.005859	0.051025	0.246094	0.	0.	106	46	145	296
31.159	11:43:7.159	43.462229950	1.272889989	-10.018555	0.484375	0.731445	-0.025391	-0.123291	-0.02002	0.	0.	0.	2.844727	-0.005859	0.051025	0.246094	0.	0.	107	46	145	295
31.409	11:43:7.409	43.462229950	1.272889989	-9.569336	-0.280273	0.87793	0.013672	0.07959	0.023193	0.	0.	0.	2.845703	-0.006592	0.051758	0.246094	0.	0.	109	46	146	294
31.659	11:43:7.659	43.462229950	1.272889989	-8.975586	-0.166016	-0.34668	-0.007324	-0.028564	-0.04248	0.	0.	0.	2.845947	-0.006592	0.051758	0.246094	0.	0.	109	46	146	294
31.909	11:43:7.909	43.462229950	1.272889989	-10.138672	0.232422	-0.773438	-0.02002	-0.023193	-0.095703	0.	0.	0.	2.846191	-0.005859	0.052002	0.25	0.	0.	106	46	146	294
32.159	11:43:8.159	43.462229950	1.272889989	-9.477539	0.59375	1.091797	-0.030762	0.026367	-0.025391	0.	0.	0.	2.846924	-0.006592	0.052002	0.246094	0.	0.	107	46	145	294
32.409	11:43:8.409	43.462229950	1.272889989	-10.023438	0.665039	-1.400391	-0.028564	-0.157471	-0.076416	0.	0.	0.	2.847168	-0.006592	0.052002	0.246094	0.	0.	107	46	145	296
32.659	11:43:8.659	43.462229950	1.272889989	-8.745117	-0.175781	0.40332	-0.011475	0.090332	0.	0.	0.	0.	2.8479	-0.005859	0.052734	0.246094	0.	0.	106	46	145	294
32.909	11:43:8.909	43.462229950	1.272889989	-8.601562	-0.479492	-0.279297	-0.008301	-0.077637	-0.054199	0.	0.	0.	2.8479	-0.006348	0.05249	0.25	0.	0.	109	46	145	294
33.159	11:43:9.159	43.462229950	1.272889989	-10.790039	0.051758	0.90625	-0.039307	0.146729	-0.070068	0.	0.	0.	2.848633	-0.005859	0.052734	0.246094	0.	0.	106	46	146	294
33.409	11:43:9.409	43.462229950	1.272889989	-9.995117	0.375	0.740234	-0.016846	0.005127	-0.02124	0.	0.	0.	2.848633	-0.005615	0.052734	0.246094	0.	0.	108	46	146	294
33.659	11:43:9.659	43.462229950	1.272889989	-10.59375	-0.194336	-0.15625	0.000977	0.037109	0.023193	0.	0.	0.	2.849121	-0.005371	0.053223	0.246094	0.	0.	109	46	146	297
33.909	11:43:9.909	43.462229950	1.272889989	-8.688477	0.099609	-1.201172	-0.046631	-0.028564	-0.011475	0.	0.	0.	2.849365	-0.005615	0.053467	0.25	0.	0.	106	46	146	297
34.159	11:43:10.159	43.462229950	1.272889989	-10.742188	0.237305	0.075195	0.006348	-0.027588	-0.028564	0.	0.	0.	2.849365	-0.005859	0.053223	0.246094	0.	0.	106	46	145	296
34.409	11:43:10.409	43.462229950	1.272889989	-11.210938	0.436523	0.564453	0.006348	0.11792	-0.024414	0.	0.	0.	2.849365	-0.006104	0.053467	0.246094	0.	0.	105	46	145	294
34.659	11:43:10.659	43.462229950	1.272889989	-9.277344	0.436523	0.222656	0.003174	-0.088135	-0.02002	0.	0.	0.	2.849854	-0.006104	0.053711	0.246094	0.	0.	106	46	145	294
34.909	11:43:10.909	43.462229950	1.272889989	-10.158203	-0.555664	-0.811523	-0.001953	-0.067871	-0.02002	0.	0.	0.	2.849854	-0.006104	0.053711	0.246094	0.	0.	105	46	145	293
35.159	11:43:11.159	43.462229950	1.272889989	-9.506836	0.774414	0.417969	-0.025391	0.05835	-0.074463	0.	0.	0.	2.850342	-0.005859	0.054199	0.246094	0.	0.	110	46	146	292
35.409	11:43:11.409	43.462229950	1.272889989	-10.450195	0.113281	0.174805	-0.009521	0.008301	0.049805	0.	0.	0.	2.850586	-0.005859	0.054199	0.25	0.	0.	108	46	145	293
35.659	11:43:11.659	43.462229950	1.272889989	-10.450195	0.113281	0.174805	-0.009521	0.008301	0.049805	0.	0.	0.	2.850586	-0.005859	0.054199	0.25	0.	0.	108	46	145	293
35.909	11:43:11.909	43.462229950	1.272889989	-8.654297	0.018555	-0.735352	-0.007324	0.045654	-0.063721	0.	0.	0.	2.850586	-0.006348	0.054443	0.246094	0.	0.	105	46	148	295
36.159	11:43:12.159	43.462229950	1.272889989	-10.267578	0.802734	0.831055	-0.012695	0.098877	-0.049805	0.	0.	0.	2.851074	-0.006348	0.054443	0.25	0.	0.	110	46	145	294
36.409	11:43:12.409	43.462229950	1.272889989	-9.703125	0.964844	-0.911133	-0.034912	-0.07959	-0.037109	0.	0.	0.	2.851074	-0.006104	0.054688	0.246094	0.	0.	106	46	144	294
36.659	11:43:12.659	43.462229950	1.272889989	-10.076172	-0.503906	-0.583984	-0.016846	0.024414	-0.02002	0.	0.	0.	2.851318	-0.006104	0.054932	0.246094	0.	0.	105	46	144	295
36.909	11:43:12.909	43.462229950	1.272889989	-10.076172	-0.503906	-0.583984	-0.016846	0.024414	-0.02002	0.	0.	0.	2.851318	-0.006104	0.054932	0.246094	0.	0.	105	46	144	295
37.159	11:43:13.159	43.462229950	1.272889989	-10.62207	0.123047	1.376953	0.001953	0.086182	-0.064697	0.	0.	0.	2.851807	-0.006104	0.054688	0.246094	0.	0.	106	46	145	294
37.409	11:43:13.409	43.462229950	1.272889989	-9.875	0.650391	0.275391	-0.026367	-0.060547	-0.073242	0.	0.	0.	2.851807	-0.005859	0.054932	0.246094	0.	0.	107	46	146	294
37.659	11:43:13.659	43.462229950	1.272889989	-10.052734	-0.094727	-1.257812	-0.016846	0.049805	0.022217	0.	0.	0.	2.851807	-0.005615	0.055908	0.25	0.	0.	109	46	145	294
37.909	11:43:13.909	43.462229950	1.272889989	-8.616211	0.099609	-1.448242	-0.030762	0.090332	-0.040283	0.	0.	0.	2.852295	-0.005615	0.056396	0.25	0.	0.	108	46	146	293
38.159	11:43:14.159	43.462229950	1.272889989	-9.789062	0.850586	0.90625	-0.003174	0.000977	-0.037109	0.	0.	0.	2.852539	-0.005371	0.055908	0.246094	0.	0.	109	46	145	293
